best_score_;best_params_;scorer_;n_splits_;refit_time_;multimetric_;n_features_in_;feature_names_in_;training_set_score;test_set_score
0,7386937028096194;"{'classifier__estimator': RandomForestClassifier(max_features='log2', n_estimators=1200, n_jobs=-1,
                       random_state=42), 'classifier__estimator__class_weight': None, 'classifier__estimator__criterion': 'gini', 'classifier__estimator__max_depth': None, 'classifier__estimator__max_features': 'log2', 'classifier__estimator__min_samples_leaf': 1, 'classifier__estimator__min_samples_split': 2, 'classifier__estimator__n_estimators': 1200, 'classifier__estimator__n_jobs': -1, 'classifier__estimator__random_state': 42}";make_scorer(accuracy_score);10;9,790506362915039;False;22;"['Tipificacao' 'QTD_ANIMAIS_LOTE' 'Peso'
 'QuestionarioClassificacaoEstabel' 'ILP' 'IFP' 'ILPF'
 'QuestionarioPossuiOutrosIncentiv' 'QuestionarioFabricaRacao'
 'regua de manejo' 'identificacao individual' 'rastreamento SISBOV'
 'participa de aliancas mercadolog' 'QuestionarioPraticaRecuperacaoPa'
 'Confinamento' 'Suplementacao_a_campo' 'SemiConfinamento' 'tot3m_Chuva'
 'med3m_formITUinst' 'med3m_NDVI' 'med3m_preR_milho' 'med3m_preR_boi']";1,0;0,7431765535300634
