Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,7073219861013194;0,7070578210590384;0,744;0,7073219861013194;0,7070578210590384;0,6958473625140292;0,7073219861013194;0,708277161510124;0,7191184999033443;0,7073219861013194;0,7068048344764829;0,41432213912902904;0,4153331926954438;0,6020272077373269;0,7776751470886589
