Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,8519111493804404;0,6277225060635807;0,9680409925318809;0,8519111493804404;0,6277225060635807;0,8684820910428837;0,8519111493804404;0,7588030348800652;0,9155629710603533;0,8519111493804404;0,6569862514690175;0,32804196724876233;0,3636205285279819;0,40260087715055515;0,8296049746793718
