Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,8446880003228975;0,6993998183134936;0,9199473602034216;0,8446880003228975;0,6993998183134936;0,8956245706299008;0,8446880003228975;0,7236526214494041;0,9076230420748231;0,8446880003228975;0,7101580513545929;0,4208644037173793;0,4223566837749712;0,5814175544515641;0,8313335527460031
