Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,8516471134311892;0,6300764557629441;0,9664208385462819;0,8516471134311892;0,6300764557629441;0,8693074038405416;0,8516471134311892;0,7560514586070698;0,9152953806296986;0,8516471134311892;0,6592537736769352;0,33168513270579847;0,365000088923495;0,4350761740919852;0,8284334391293472
