Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,7431765535300634;0,7431706228443904;0,744;0,7431765535300634;0,7431706228443904;0,7454909819639278;0,7431765535300634;0,7431646041627697;0,7447447447447447;0,7431765535300633;0,7431668596038277;0,48633424026555916;0,48633522696991777;0,5195047261056486;0,8229529722053156
