Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,8499535834891762;0,6044879242241001;0,9771049328518158;0,8499535834891762;0,6044879242241001;0,8607916027302559;0,8499535834891762;0,7682386851795757;0,9152677584418839;0,8499535834891762;0,6302642840115017;0,28272693495036705;0,3348295292295216;0,35369919203355277;0,8202547001916902
