best_score_;best_params_;scorer_;n_splits_;refit_time_;multimetric_;n_features_in_;feature_names_in_;training_set_score;test_set_score
0,726302844326951;"{'classifier__estimator': RandomForestClassifier(criterion='entropy', max_features=0.75,
                       n_estimators=1000, n_jobs=1, random_state=42), 'classifier__estimator__class_weight': None, 'classifier__estimator__criterion': 'entropy', 'classifier__estimator__max_depth': None, 'classifier__estimator__max_features': 0.75, 'classifier__estimator__n_estimators': 1000, 'classifier__estimator__n_jobs': 1, 'classifier__estimator__random_state': 42}";make_scorer(accuracy_score);10;262,74787044525146;False;22;"['Tipificacao' 'QTD_ANIMAIS_LOTE' 'PESO_MEDIO_LOTE'
 'QuestionarioClassificacaoEstabel' 'ILP' 'IFP' 'ILPF'
 'QuestionarioPossuiOutrosIncentiv' 'QuestionarioFabricaRacao'
 'regua de manejo' 'identificacao individual' 'rastreamento SISBOV'
 'participa de aliancas mercadolog' 'QuestionarioPraticaRecuperacaoPa'
 'Confinamento' 'Suplementacao_a_campo' 'SemiConfinamento' 'tot3m_Chuva'
 'med3m_formITUinst' 'med3m_NDVI' 'med3m_preR_milho' 'med3m_preR_boi']";1,0;0,7314933675652546
