Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,7314933675652546;0,7314454584071833;0,715450643776824;0,7314933675652546;0,7314454584071833;0,7379371403275786;0,7314933675652546;0,7317014894184477;0,7265199389845283;0,7314933675652545;0,7314045376788579;0,46293304386375966;0,4631468770577203;0,5255387813006922;0,815652281782361
