Acurácia;Acurácia Balanceada;Revocação;Micro Revocação;Macro Revocação;Precisão;Micro Precisão;Macro Precisão;F1;Micro F1;Macro F1;Coeficiente Kappa;Coeficiente de Correlação de Matthews;Log Loss;ROC AUC Score
0,7403722721437741;0,740362573056585;0,7436006825938567;0,7403722721437741;0,740362573056585;0,7399702823179792;0,7403722721437741;0,7403754797399686;0,7417810405362272;0,740372272143774;0,7403645441467841;0,4807322318593843;0,4807380526232966;0,5274898721340306;0,814753287546324
